Brand Name,Device Type,Model Name,Color,Selling Price,Sales Qantity,Rating (Out of 5),Strap Material,Average Battery,date
APPLE,Smartwatch,Sport,Red,"17,995",7,4.6,Silicone,2,26-07-2023
Honor,FitnessBand,band 4 running,Black,"1,649",21,3.2,Plastic,7,05-07-2023
Noise,Smartwatch,ColorFit Pro 3,"Green, Grey, Black, Blue, Pink, Red","3,999",11,4.2,Thermoplastic polyurethane,7,31-01-2022
GARMIN,Smartwatch,Fenix 6 Sapphire Titanium,Blue Sapphire,"81,990",13,,Leather ,45,14-08-2023
SAMSUNG ,Smartwatch,Gear S2,Silver,"24,300",17,4.1,Elastomer,14,17-03-2023
APPLE,Smartwatch,Cameron Hybrid Smartwatch,Blue,"13,495",22,4.6,Leather,12,21-02-2022
APPLE,Smartwatch,FTW5011 Hybrid,Black,"8,995",13,4.8,Leather,2,08-09-2022
huami,Smartwatch,Amazfit Bip S,Black,"5,299",17,4,Thermoplastic polyurethane,15,14-04-2023
boAt,Smartwatch,Watch 32564546,Black,"49,999",23,4.1,Silicone,14,23-01-2023
Noise,Smartwatch,ColorFit Caliber,"Black, Blue, White","2,699",23,4.3,Silicone,15,18-05-2022
APPLE,Smartwatch,Sport,Multicolor,"17,995",10,3.9,Silicone,2,20-04-2023
Crossbeats,Smartwatch,Ace,Grey,"2,999",15,3.9,Silicone,15,19-04-2022
APPLE,Smartwatch,FTW5003 Hybrid,Gold,"12,995",8,4.6,Stainless Steel,2,29-10-2022
GARMIN,Smartwatch,Vivoactive 3 Music,White,"19,144",5,3.6,Silicone,14,06-08-2022
APPLE,Smartwatch,Nike+ GPS - 42 mm Space Gray Aluminium Case,Black,"32,380",22,4.6,Aluminium,1,09-10-2022
FitBit,FitnessBand,Charge 2,Black ,"7,499",14,4.3,Silicone,7,24-12-2022
GARMIN,Smartwatch,Fenix 6X,"Black, Orange, Red","79,990",17,,Nylon,45,07-05-2023
huami,Smartwatch,Amazfit Verge,Black,"12,999",7,4.1,Silicone,25,20-11-2022
Fire-Boltt,Smartwatch,Ninja Pro,"Black, Blue, Green, Red, Beige, Grey","1,999",22,4,Silicone,10,17-07-2022
huami,Smartwatch,Amazfit GTR 42 mm Glitter,White ,"9,999",7,4.2,Silicone,12,12-04-2022
APPLE,Smartwatch,Gen 5 Garrett HR,Black,"14,995",9,4.1,Stainless Steel,2,09-11-2022
GOQii,FitnessBand,Beat,Black,"2,999",22,2.8,Silicone,7,26-07-2023
SAMSUNG ,Smartwatch,Galaxy Active 2,Grey,"12,990",17,4.5,Silicone,7,16-09-2022
GARMIN,Smartwatch,HR GPS Smart,Black,"15,999",24,,Silicone,14,13-02-2023
boAt,Smartwatch,GT Active,Orange,"15,990",17,4.4,Silicone,14,06-04-2022
SAMSUNG ,Smartwatch,Galaxy Active Steel 2 LTE,Brown,"30,990",24,4.1,Silicone,14,16-08-2022
boAt,Smartwatch,GT Classic,Brown,"10,990",25,4.5,Leather,14,03-01-2023
FitBit,FitnessBand,Charge 3,Grey ,"7,599",11,4.3,Silicone,7,11-07-2023
Honor,Smartwatch,Watch ES,"Black, Pink","4,999",9,4.3,Silicone,10,19-04-2022
SAMSUNG ,Smartwatch,Gear S2 Classic,Black,"18,999",7,4.2,Leather,14,28-07-2023
APPLE,Smartwatch,Jacqueline,Gold,"13,495",19,4.6,Leather,1,11-08-2022
GARMIN,Smartwatch,Vivomove Luxe,"Black, Silver, White","39,990",22,,Silicone,14,05-06-2023
Noise,Smartwatch,NoiseFit Endure,"Grey, Green","2,599",14,3.9,Silicone,7,17-08-2023
FitBit,Smartwatch,Blaze,Purple,"17,999",6,4.2,Elastomer,7,20-05-2023
realme,Smartwatch,Fashion,Black,"5,400",11,4,Silicone,14,28-02-2023
GARMIN,Smartwatch,Fenix 5X,Black,"58,490",11,,Silicone,30,21-06-2022
GARMIN,Smartwatch,VIVOACTIVE 4S,Powder Gray,"34,990",9,,Silicone,14,20-07-2022
GARMIN,Smartwatch,Fenix 6X Solar,"Black, Grey","1,05,990",8,,Leather,45,09-10-2022
FitBit,FitnessBand,Charge 2,Light Blue,"14,999",21,4.4,Silicone,7,05-07-2023
Crossbeats,Smartwatch,Orbit - Special Edition,Brown,"4,190",9,3.9,Leather,10,23-08-2022
SAMSUNG ,Smartwatch,Galaxy Active Steel 2 LTE,Brown,"30,990",20,4.1,Silicone,14,29-04-2023
SAMSUNG ,Smartwatch,Galaxy Active 2,"Black, Beige","11,990",15,4.5,Silicone,7,29-09-2022
APPLE,Smartwatch,FTW1151 Hybrid,Gold,"8,995",8,4.3,Leather,2,22-12-2022
GARMIN,Smartwatch,Fenix 6 Pro Solar,Yellow,"84,490",22,,Nylon,45,03-10-2022
Fire-Boltt,Smartwatch,Ninja Pro,White,"1,999",8,4,Silicone,10,09-01-2023
Honor,Smartwatch,Watch,Black,"2,995",17,3.5,Silicone,7,16-11-2022
GARMIN,Smartwatch,Forerunner,Black,"16,990",12,,Silicone,14,04-02-2022
boAt,Smartwatch,GT2 42mm,Black,"14,990",15,4.3,Elastomer,14,19-04-2023
GARMIN,Smartwatch,Rubber 35,Black,"16,990",19,2,Silicone,14,23-02-2023
Honor,FitnessBand,Band 5,Black,"2,899",8,4.4,Plastic,14,17-05-2022
GARMIN,Smartwatch,Forerunner,Black,"27,990",24,,Silicone,14,26-08-2022
APPLE,Smartwatch,Latitude Hybrid HR,Black,"12,396",8,4.3,Stainless Steel,14,15-03-2022
APPLE,Smartwatch,Gen 3 Q Explorist,Silver,"3,999",19,4.2,Stainless Steel,2,04-07-2022
APPLE,Smartwatch,FTW6009 Black HR,Black,"13,995",8,4.1,Leather,14,05-01-2022
APPLE,Smartwatch,Neely,White,"8,995",24,4.7,Leather,1,03-03-2022
GARMIN,Smartwatch,Approach S12,"Black, White","18,990",16,4,Silicone,12,02-07-2022
huami,Smartwatch,Amazfit Bip,Black,"5,499",12,4.2,Silicone,28,23-07-2022
SAMSUNG ,Smartwatch,Galaxy Classic 4 LTE,Black,"28,999",5,5,Elastomer,14,30-10-2022
SAMSUNG ,Smartwatch,T-Mobile,Black,"21,990",20,4.3,Leather,14,31-12-2022
APPLE,Smartwatch,Marshall,Blue,"19,995",17,4.1,Stainless Steel,1,15-05-2022
realme,Smartwatch,2S,Black,"3,499",23,4.2,Silicone,7,27-03-2023
GARMIN,Smartwatch,Forerunner 945,"Black, Blue","56,490",25,4.2,Silicone,14,25-03-2023
Crossbeats,Smartwatch,Smarttime 200,Black,"1,499",12,3.1,Rubber,3,02-03-2022
FitBit,Smartwatch,Ionic,Black ,"18,999",14,4.1,Elastomer,7,15-03-2023
huami,Smartwatch,Amazfit Verge,Black,"11,999",23,4.1,Silicone,7,07-05-2023
APPLE,Smartwatch,Q Venture,Blue,"19,999",5,3.8,Leather,1,19-05-2022
APPLE,Smartwatch,FTW1136 Q Hybrid,Blue,"11,995",6,4.6,Leather,2,01-03-2023
APPLE,Smartwatch,SE GPS + Cellular 40 mm Space Grey Aluminium Case,Charcoal,"31,400",14,4.6,Aluminium,1,23-07-2022
FitBit,FitnessBand,Charge 3,Black ,"9,999",20,4.3,Silicone,7,16-01-2022
FitBit,FitnessBand,Inspire HR,White ,"5,899",12,4.3,Silicone,5,19-04-2022
APPLE,Smartwatch,FTW6001,Gold,"21,995",19,4.2,Stainless Steel,2,09-06-2022
FitBit,Smartwatch,Surge,Black,"19,990",13,3.8,Elastomer,7,13-08-2023
boAt,Smartwatch,GT2 eActive,"Green, Red","11,990",11,4.3,Thermoplastic polyurethane,14,29-06-2022
Fire-Boltt,Smartwatch,Max,"Black, Blue, Green","4,499",9,4,Silicone,10,06-06-2023
SAMSUNG ,Smartwatch,Gear Fit,Black,"7,999",8,3.9,Silicone,7,28-08-2022
Noise,Smartwatch,ColorFit Brio,"Black, Green","3,499",21,4.3,Thermoplastic polyurethane,7,17-08-2022
FitBit,FitnessBand,FB413LVLV,Lilac ,"8,807",12,4.1,Silicone,5,01-03-2022
GARMIN,Smartwatch,Fenix 5s,Blue Sapphire,"54,990",16,,Silicone,30,30-09-2022
FitBit,FitnessBand,Charge 4,"Storm Blue, Black, Rosewood","9,999",25,4.2,Elastomer,7,03-02-2023
APPLE,Smartwatch,4th Gen Explorist HR,Grey,"10,998",6,3.9,Stainless Steel,2,19-03-2022
APPLE,Smartwatch,Gen 5 Garrett HR,Silver,"15,995",8,4.1,Stainless Steel,2,01-08-2022
APPLE,Smartwatch,Gen 5 Julianna HR,Silver,"18,495",17,3.8,Stainless Steel,2,01-04-2022
SAMSUNG ,Smartwatch,R600NZBAXAR 600,Blue,"21,390",23,4.5,Rubber,14,25-06-2022
APPLE,Smartwatch,Sport 42 mm Space Grey Aluminium Case,Black,"29,900",12,4.6,Aluminium,1,23-09-2022
huami,Smartwatch,Amazfit Stratos,Black,"12,999",9,4.2,Silicone,25,05-12-2022
SAMSUNG ,Smartwatch,Galaxy Watch 3,Black,"28,990",20,4.3,Leather,14,04-01-2022
APPLE,Smartwatch,Gen 5 Julianna HR,Grey,"15,995",17,4.3,Stainless Steel,2,02-04-2022
APPLE,Smartwatch,Series 7 GPS + Cellular 41 mm Aluminium,Black,"50,900",12,4.6,Aluminium,1,17-07-2023
FitBit,FitnessBand,Charge 2,Violet ,"14,999",18,4.3,Silicone,7,25-06-2023
GARMIN,Smartwatch,Vivoactive 4,Purple,"28,990",9,4.3,Silicone,14,11-03-2022
GARMIN,Smartwatch,VIVOACTIVE 4S,Powder Gray,"34,990",15,,Silicone,14,09-03-2023
Crossbeats,Smartwatch,ZEB-FIT8220CH,"Black, Blue, Red, Rose Gold","2,199",15,4.5,Silicone,7,25-01-2023
GARMIN,Smartwatch,Forerunner 235,Blue,"24,990",14,4.7,Silicone,14,10-06-2023
GARMIN,Smartwatch,Forerunner 745 Whitestone,White,"46,990",18,,Silicone,14,02-01-2023
FitBit,Smartwatch,Blaze,Purple,"17,999",13,4.2,Elastomer,7,01-07-2023
Fire-Boltt,Smartwatch,Ultron,"Black, Blue, Grey, Pink ","3,999",18,4.1,Silicone,5,29-01-2022
Fire-Boltt,Smartwatch,BSW004,Green,"4,800",6,,Silicone,7,18-10-2022
APPLE,Smartwatch,Collider Hybrid,Black,"16,495",16,4,Silicone,14,11-07-2023
APPLE,Smartwatch,Gen 3 Q Venture,"Black, Gold","15,396",11,4.3,Stainless Steel,1,02-01-2022
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,Silver Milanese,"67,900",15,4.5,Aluminium,1,05-01-2023
FitBit,Smartwatch,Versa Lite Edition,Purple ,"16,999",6,4.2,Elastomer,7,26-06-2023
FitBit,FitnessBand,Charge 2,Light Blue,"14,999",14,4.4,Silicone,7,15-09-2022
SAMSUNG ,Smartwatch,Galaxy Watch LTE,Beige,"27,490",22,4.2,Silicone,14,18-03-2023
Crossbeats,Smartwatch,ZEB-FIT5220CH,Blue,"3,299",12,,Rubber,7,22-08-2023
GARMIN,Smartwatch,Vivomove Luxe,"Black, Silver, White","39,990",22,,Silicone,14,27-10-2022
Noise,Smartwatch,Fusiom Hybrid,Blue,"5,999",21,4,Thermoplastic polyurethane,7,31-01-2023
boAt,Smartwatch,GT2 46mm,Grey,"20,990",19,4.5,Stainless Steel,14,04-04-2022
SAMSUNG ,Smartwatch,Gear S3 Frontier,Black,"22,990",19,4.3,Silicone,14,30-12-2022
SAMSUNG ,Smartwatch,Gear S2,Silver,"24,300",13,4.1,Elastomer,14,08-10-2022
Crossbeats,Smartwatch,ZEB-FIT920CH,"Black, Grey, Red","2,499",8,4.6,Thermoplastic polyurethane,7,21-02-2022
GARMIN,Smartwatch,Forerunner 935,"Black, Green, Yellow","42,990",25,4.7,Silicone,14,09-07-2023
APPLE,Smartwatch,Neutra Hybrid,"Brown, Black","11,995",19,5,Leather,12,11-07-2023
APPLE,Smartwatch,FTW2115 Q Watch,Red,"18,995",13,4.6,Stainless Steel,2,08-08-2022
FitBit,FitnessBand,Inspire,Black ,"5,299",20,4.2,Silicone,5,20-03-2022
APPLE,Smartwatch,FTW6010 Pink HR,Pink,"15,995",9,4.4,Stainless Steel,14,03-01-2023
APPLE,Smartwatch,Sport 41,"Red, Green","9,995",19,4,Silicone,2,11-05-2022
APPLE,Smartwatch,Series 7 GPS + Cellular 41 mm Aluminium,Black,"50,900",18,4.6,Aluminium,1,28-11-2022
GARMIN,Smartwatch,Forerunner 235 Activity Tracker,Black,"22,990",13,,Silicone,14,24-07-2022
APPLE,Smartwatch,Q Venture,White ,"4,399",6,3.8,Leather,1,12-11-2022
GARMIN,Smartwatch,Fenix 6 Sapphire Gray DLC,Black,"74,990",18,,Leather,30,28-06-2022
Noise,Smartwatch,NoiseFit Endure,"Grey, Green","2,599",12,3.9,Silicone,7,25-10-2022
Honor,Smartwatch,Magic Watch,Brown,"9,047",22,4.3,Silicone,7,23-04-2022
huami,Smartwatch,Amazfit GTS,Beige,"5,499",11,4.3,Silicone,14,23-01-2023
Crossbeats,Smartwatch,ZEB-FIT4220CH,"Black, Grey, Silver","3,299",21,4.2,Silicone,10,06-07-2023
GARMIN,Smartwatch,Forerunner 45,"Red, Black","14,990",22,4.4,Silicone,7,07-10-2022
APPLE,Smartwatch,FTW2120SET Q,Gray,"23,995",5,4.6,Leather,2,19-01-2023
GARMIN,Smartwatch,Forerunner 35,Frost Blue,"16,990",7,,Silicone,14,19-11-2022
FitBit,Smartwatch,Versa Special Edition,Charcoal ,"10,365",24,4.1,Fabric,7,23-03-2022
GARMIN,Smartwatch,Forerunner 55,White,"20,990",22,,Silicone,14,09-07-2022
APPLE,Smartwatch,Q Wander,Gold,"19,995",22,4,Stainless Steel,1,15-08-2022
APPLE,Smartwatch,Gen 5E,"Grey, Multicolor","18,495",6,4.6,Stainless Steel,1,23-02-2023
GARMIN,Smartwatch,Instinct,"Blue, Orange","25,249",17,4.4,Silicone,14,01-07-2023
boAt,FitnessBand,Band 4,Black,"1,899",18,4.2,Silicone,7,16-02-2023
GARMIN,Smartwatch,Forerunner 235 Activity Tracker,Black,"22,990",22,,Silicone,14,20-08-2022
GARMIN,Smartwatch,Forerunner 235,Blue,"24,990",18,4.7,Silicone,14,31-05-2023
FitBit,Smartwatch,Ionic,Black ,"18,999",9,4.1,Elastomer,7,24-05-2023
APPLE,Smartwatch,Collider Hybrid,"Brown, Grey","14,995",22,4,Silicone,14,20-05-2023
GARMIN,Smartwatch,Fenix 5S Plus,Blue Sapphire,"49,990",16,,Silicone,30,11-06-2022
boAt,Smartwatch,GT2 Pro,Black,"22,990",11,4.4,Elastomer,14,12-05-2023
APPLE,Smartwatch,FTW5016 Hybrid,Silver,"6,995",10,4.6,Stainless Steel,2,18-07-2023
SAMSUNG ,Smartwatch,Gear R730V S2,Grey,"18,532",5,4.6,Elastomer,14,16-07-2023
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Pink Sand,"33,900",21,4.6,Aluminium,1,24-05-2022
Noise,FitnessBand,Smart Band 4,Black,"2,099",19,4.2,Thermoplastic polyurethane,14,15-11-2022
Noise,Smartwatch,Fusiom Hybrid,Blue,"5,999",23,4,Thermoplastic polyurethane,7,29-10-2022
APPLE,Smartwatch,Q Annette,Gold,"6,995",21,4.6,Leather,1,07-08-2022
GARMIN,Smartwatch,Vivomove Style,"White, Pink","26,990",23,3.3,Nylon,14,22-08-2023
Fire-Boltt,Smartwatch,Ultron,"Black, Blue, Grey, Pink ","3,999",7,4.1,Silicone,5,09-01-2022
GOQii,FitnessBand,HR,Black,"1,999",5,3.8,Silicone,7,28-03-2023
Crossbeats,Smartwatch,ZEB-FIT650CH,Black,"3,297",11,2.9,Silicone,7,06-05-2022
FitBit,Smartwatch,Versa Lite Edition,Purple ,"16,999",13,4.2,Elastomer,7,26-12-2022
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Stainless Steel Case,Gold Milanese,"73,900",6,4.2,Stainless Steel,1,17-09-2022
Noise,Smartwatch,ColorFit Brio,"Black, Pink","2,999",23,4.3,Thermoplastic polyurethane,10,15-05-2023
GARMIN,Smartwatch,Lily,Black,"23,490",11,3.3,Silicone,7,04-03-2022
Fire-Boltt,Smartwatch,Ninja touch to Wake,"Beige, Black, Grey","1,899",14,3.9,Silicone,5,25-12-2022
APPLE,Smartwatch,Q Founder 2.0,Black,"19,995",8,4.2,Stainless Steel,1,25-03-2022
GARMIN,Smartwatch,GARMINInstinct HR,"Graphite, Sunburst","34,990",20,4.1,Silicone,14,15-07-2022
APPLE,Smartwatch,Series 3 GPS - 42 mm Space Grey Aluminium Case,Black,"18,900",22,4.6,Aluminium,1,29-04-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Aluminium Case,Pink Sand,"45,690",21,4.5,Aluminium,1,14-12-2022
APPLE,Smartwatch,Marshall,Silver,"18,995",8,4,Stainless Steel,1,02-02-2022
Fire-Boltt,Smartwatch,Ninja Pro,White,"1,999",25,4,Silicone,10,09-11-2022
Noise,FitnessBand,HMSH01GE,Black,"1,722",14,3.5,Leather,14,28-07-2022
APPLE,Smartwatch,Q Control,Brown,"15,995",8,4.3,Silicone,1,23-04-2023
boAt,Smartwatch,Watch 2 Sport,Black,"29,999",8,3.8,Silicone,7,22-04-2022
APPLE,Smartwatch,Sport,Red,"17,995",8,4.6,Silicone,2,23-11-2022
APPLE,Smartwatch,2 - 42 mm Silver Aluminium Case,Pearl Woven,"34,900",17,4.7,Aluminium,1,04-06-2023
GARMIN,Smartwatch,Venu,Blue,"31,990",5,4,Silicone,7,29-11-2022
GARMIN,Smartwatch,Forerunner,Blue,"29,990",10,,Silicone,14,28-12-2022
Noise,Smartwatch,Evolve 2 ,"Black, Grey, Pink","3,999",20,3.9,Silicone,7,20-08-2022
FitBit,Smartwatch,Surge,Black,"19,990",17,3.8,Elastomer,7,21-04-2022
boAt,FitnessBand,Band 2,Black,"1,699",10,4.1,Silicone,7,22-03-2022
boAt,FitnessBand,Band 2,Blue,"6,999",6,4.2,Silicone,7,04-02-2023
APPLE,Smartwatch,FTW1145 Q Hybrid,Gray,"6,995",22,4.6,Leather,2,31-01-2022
FitBit,FitnessBand,Charge 2,Blue ,"8,999",23,4.4,Silicone,7,04-05-2022
huami,Smartwatch,Amazfit GTS,Black,"5,299",14,4.3,Silicone,14,13-01-2022
APPLE,Smartwatch,Sport,Grey,"17,995",18,4.6,Silicone,2,09-06-2023
APPLE,Smartwatch,Jacqueline,Gold,"13,495",19,4.6,Leather,1,03-02-2022
APPLE,Smartwatch,Series 7 GPS 45 mm,Black,"44,900",20,5,Silicone,1,05-01-2022
GARMIN,Smartwatch,Forerunner 235 Activity Tracker,Black,"22,990",24,,Silicone,14,10-04-2023
huami,Smartwatch,Amazfit Bip,Red,"4,950",16,4.2,Silicone,28,23-12-2022
huami,Smartwatch,Amazfit Neo,Black,"2,499",25,4.2,Thermoplastic polyurethane,7,02-11-2022
APPLE,Smartwatch,Gen 5 Julianna HR,Blue,"15,995",8,4.3,Stainless Steel,2,18-03-2022
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Stainless Steel Case,Gold Milanese,"73,900",23,4.2,Stainless Steel,1,15-12-2022
Crossbeats,Smartwatch,Orbit ,"Black, Blue","3,799",25,3.7,Silicone,10,14-08-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Aluminium Case,Pink Sand,"45,690",22,4.5,Aluminium,1,19-08-2022
Fire-Boltt,Smartwatch,Max,"Black, Blue, Green","4,499",17,4,Silicone,10,07-06-2023
FitBit,FitnessBand,Charge HR,Purple ,"6,990",13,3.9,Thermoplastic polyurethane,7,18-03-2023
SAMSUNG ,Smartwatch,Galaxy LTE,Silver,"31,999",23,4.6,Elastomer,14,18-07-2022
APPLE,Smartwatch,FTW5017 Hybrid,Gold,"14,495",17,4.6,Stainless Steel,2,22-01-2023
GARMIN,Smartwatch,Fenix 6,"Black, Grey","74,990",8,,Leather,30,07-04-2022
APPLE,Smartwatch,Garrett Hybrid,Black,"6,995",24,3.7,Stainless Steel,12,05-01-2022
GARMIN,Smartwatch,Rhythm,White,"1,099",22,3.4,Silicone,7,28-03-2022
boAt,Smartwatch,GT Fortuna-B19S Sport,Black,"13,990",15,4.1,Elastomer,14,18-09-2022
APPLE,Smartwatch,Q ACTIVIST,Brown,"6,995",14,3,leather,1,31-08-2022
APPLE,Smartwatch,Wander RG,Black,"18,995",10,4,Silicone,5,01-03-2022
APPLE,Smartwatch,Q Founder,Silver,"19,995",23,4.2,Stainless Steel,1,03-08-2022
GARMIN,Smartwatch,Instinct Solar Tidal,"Tidal Blue, Flame Red","34,990",19,,Silicone,14,09-04-2022
APPLE,Smartwatch,FTW1151 Hybrid,Gold,"8,995",18,4.3,Leather,2,23-07-2023
SAMSUNG ,Smartwatch,Gear Sport,Black,"15,999",23,3,Silicone,7,23-09-2022
APPLE,Smartwatch,Marshall,Silver,"18,995",16,4,Stainless Steel,1,21-08-2022
GARMIN,Smartwatch,Fenix 5S Plus,Blue Sapphire,"49,990",7,,Silicone,30,21-10-2022
FitBit,Smartwatch,Ionic,Grey ,"26,499",16,4.1,Elastomer,7,19-10-2022
FitBit,FitnessBand,Charge 2,Plum silver,"14,999",16,4.4,Silicone,7,26-05-2023
SAMSUNG ,Smartwatch,Gear Fit 2,Blue,"15,000",8,4.2,Silicone,7,12-01-2023
Fire-Boltt,Smartwatch,Mercury,Red,"2,999",24,4,Silicone,8,11-03-2023
GARMIN,Smartwatch,FORERUNNER 745 Magma Red,Magma Red,"46,990",18,,Silicone,14,31-10-2022
huami,Smartwatch,Amazfit GTS,Pink,"5,999",25,4.3,Silicone,14,04-11-2022
APPLE,Smartwatch,SE GPS + Cellular 40 mm Space Grey Aluminium Case,Black,"31,400",20,4.6,Aluminium,1,16-05-2022
Crossbeats,Smartwatch,ZEB-FIT650CH,Black,"3,297",14,2.9,Silicone,7,30-07-2022
Noise,Smartwatch,Revolve,Black,"12,349",9,4.4,Silicone,14,05-02-2023
SAMSUNG ,Smartwatch,Galaxy 42,Grey,"21,989",13,4.6,Elastomer,14,18-02-2023
APPLE,Smartwatch,Q Annette,Gold,"6,995",11,4.6,Leather,1,15-10-2022
Fire-Boltt,Smartwatch,SpO2 Full Touch,"Black, Blue, Grey, Pink, Gold","2,999",9,4,Silicone,8,05-01-2022
APPLE,Smartwatch,Neutra Hybrid,"Brown, Black","11,995",17,5,Leather,12,20-07-2022
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Stainless Steel Case,White,"65,900",19,3.4,Stainless Steel,1,07-02-2022
FitBit,Smartwatch,Surge,Orange,"24,990",9,3.8,Elastomer,7,19-08-2023
Crossbeats,Smartwatch,ZEB-FIT5220CH,Blue,"3,299",10,,Rubber,7,12-11-2022
APPLE,Smartwatch,Series 2 - 42 mm Stainless Steel Case,White,"50,400",22,4.7,Stainless Steel,1,21-07-2022
boAt,Smartwatch,41mm,"Pink, Silver, Black","17,990",12,3.9,Rubber,14,10-06-2023
huami,Smartwatch,Amazfit GTR 42,Black,"8,999",21,4.3,Silicone,14,08-02-2023
APPLE,Smartwatch,FTW1140 Q Hybrid,Blue,"6,995",5,3.8,Stainless Steel,2,18-03-2023
realme,Smartwatch,Watch Pro,"Blue, Black","3,799",23,4.2,Silicone,14,19-11-2022
Noise,Smartwatch,Revolve,Black,"12,349",6,4.4,Silicone,14,16-05-2022
huami,Smartwatch,Amazfit GTS 2e,Purple,"7,999",13,4.2,Silicone,14,21-04-2023
Noise,FitnessBand,Smart Band 3i,Black,"1,270",12,4.2,Thermoplastic polyurethane,7,30-06-2023
huami,Smartwatch,Amazfit GTS 2,Black,"11,999",23,4.1,Silicone,7,10-01-2022
APPLE,Smartwatch,Gen 3 Q Venture,"Black, Gold","15,396",21,4.3,Stainless Steel,1,28-01-2022
boAt,Smartwatch,GT2 eActive,"Green, Red","11,990",15,4.3,Thermoplastic polyurethane,14,03-07-2022
boAt,FitnessBand,Band 2,Black,"4,599",11,4.1,Silicone,7,03-02-2022
GARMIN,Smartwatch,Forerunner,Black,"27,990",24,,Silicone,14,28-03-2022
APPLE,Smartwatch,Q Control,multicolor,"15,995",19,4.3,Silicone,1,02-05-2023
GARMIN,Smartwatch,GARMINInstinct HR,Flame Red,"20,990",7,3.7,Silicone,7,23-05-2023
FitBit,Smartwatch,Surge,Black,"19,990",10,3.8,Elastomer,7,24-02-2022
APPLE,Smartwatch,Charter Hybrid HR,Silver,"12,396",19,3.9,Leather,12,09-07-2022
FitBit,Smartwatch,Versa Lite Edition,Purple ,"16,999",16,4.2,Elastomer,7,07-04-2023
SAMSUNG ,Smartwatch,Galaxy Watch 3,Black,"39,490",21,4.3,Leather,14,09-01-2023
APPLE,Smartwatch,Garrett Hybrid,Brown,"11,995",6,3.7,Leather,12,08-08-2022
GARMIN,Smartwatch,Vivoactive 3 Element,Grey,"14,990",21,3,Silicone,7,22-08-2023
GARMIN,Smartwatch,FORRUNNER 235,Black,"22,990",11,,Silicone,14,01-06-2023
APPLE,Smartwatch,38 mm Space Black Stainless Steel Case,Black,"48,900",19,4.6,Stainless Steel,1,20-05-2023
boAt,Smartwatch,GT Sport,Black,"10,990",7,4.4,Silicone,14,06-12-2022
Crossbeats,Smartwatch,Fit-650,Black,"2,949",22,3.1,Leather,3,15-03-2023
Noise,Smartwatch,RevolveActive,Black,"12,999",25,4.4,Silicone,14,10-09-2022
realme,FitnessBand,Smart band,Grey,"1,450",6,4,Silicone,7,17-02-2022
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm Gray Ceramic Case,Black,"1,22,090",7,4.6,Nylon,1,04-09-2022
Noise,Smartwatch,Watch,"Black, Silver","14,999",5,4.4,Elastomer,14,13-03-2022
Fire-Boltt,Smartwatch,Talk Bluetooth,"Black, Grey, Green","3,499",23,4.1,Silicone,10,20-04-2022
GARMIN,Smartwatch,Vivoactive 3 Music,Black,"23,990",20,3.6,Silicone,14,27-02-2023
GARMIN,Smartwatch,Vivoactive 3 element,Blue,"16,990",16,3.6,Silicone,14,09-08-2022
SAMSUNG ,Smartwatch,T-Mobile,Black,"21,990",15,4.3,Leather,14,23-06-2023
APPLE,Smartwatch,Q Control,Brown,"15,995",9,4.3,Silicone,1,18-05-2022
Noise,Smartwatch,ColorFit IconBuzz,"Black, Green, Grey","4,999",7,,Silicone,7,13-12-2022
huami,Smartwatch,Amazfit GTR 47,Black,"10,999",18,4.2,Silicone,25,01-05-2023
APPLE,Smartwatch,Neutra Hybrid,"Brown, Black","11,995",6,5,Leather,12,21-02-2023
APPLE,Smartwatch,Charter Hybrid HR,Silver,"12,396",5,3.9,Leather,12,12-09-2022
APPLE,Smartwatch,Sport,Red,"17,995",5,4.6,Silicone,2,06-05-2022
SAMSUNG ,Smartwatch,Gear Fit 2 Pro,"Red, Black","9,990",13,4.3,Silicone,7,27-11-2022
APPLE,Smartwatch,Series 6 GPS 44 mm Space Grey Aluminium Case,Black,"40,190",9,4.5,Aluminium,1,01-12-2022
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Space Grey Aluminium Case,Black,"39,990",24,4.5,Aluminium,1,18-01-2022
Crossbeats,Smartwatch,Orbit Sport,Black,"3,799",16,4.1,Silicone,10,13-08-2023
Crossbeats,Smartwatch,Fit-650,Black,"2,949",23,3.1,Leather,3,29-03-2023
Honor,Smartwatch,Magic Watch,Brown,"9,047",22,4.3,Silicone,7,03-07-2023
GARMIN,Smartwatch,Forerunner 935,Flame Red,"33,742",19,4.7,Silicone,14,27-02-2022
GARMIN,Smartwatch,Lily,Black,"23,490",9,3.3,Silicone,7,08-12-2022
FitBit,FitnessBand,Inspire 2,"Black, Desert Rose, Lunar White","6,999",17,4.4,Thermoplastic polyurethane,10,05-11-2022
